module,subsystem,language,tech_stack,bug_type,severity
gateway,backend,Java,Kafka,concurrency,critical
inventory,backend,Java,React,integration,medium
auth,security,Java,JWT,security,critical
gateway,security,JavaScript,JWT,memory,critical
reporting,frontend,JavaScript,React,validation,medium
database,database,Go,JWT,integration,medium
reporting,frontend,TypeScript,React,validation,low
auth,api,Python,PostgreSQL,concurrency,critical
auth,security,Java,JWT,security,critical
auth,security,Java,JWT,security,critical
database,database,Java,PostgreSQL,performance,high
reporting,api,Python,JWT,performance,medium
inventory,frontend,Python,PostgreSQL,concurrency,critical
analytics,database,Python,JWT,security,high
inventory,frontend,Java,SpringBoot,security,high
reporting,security,JavaScript,SpringBoot,performance,critical
analytics,backend,Java,Kafka,concurrency,high
database,backend,Go,Kafka,concurrency,low
database,database,Java,PostgreSQL,performance,high
database,database,Java,PostgreSQL,performance,high
analytics,backend,Go,Kafka,concurrency,high
profile,api,JavaScript,React,concurrency,high
inventory,database,TypeScript,React,logic,high
database,database,Python,PostgreSQL,performance,high
database,database,Java,PostgreSQL,performance,high
payment,api,Java,SpringBoot,integration,critical
profile,frontend,JavaScript,React,validation,low
analytics,backend,Go,Kafka,concurrency,high
profile,api,TypeScript,JWT,performance,critical
search,frontend,JavaScript,React,validation,medium
profile,api,Java,PostgreSQL,security,low
search,frontend,TypeScript,React,validation,low
search,frontend,JavaScript,React,validation,low
database,backend,Java,Redis,performance,medium
payment,api,TypeScript,SpringBoot,integration,critical
gateway,database,TypeScript,SpringBoot,memory,low
search,frontend,JavaScript,React,validation,low
inventory,frontend,TypeScript,JWT,integration,critical
notification,security,Go,JWT,integration,low
auth,security,Java,JWT,security,critical
search,database,TypeScript,JWT,concurrency,low
auth,frontend,TypeScript,React,performance,critical
notification,backend,Go,Kafka,concurrency,high
database,database,Java,PostgreSQL,performance,high
reporting,frontend,TypeScript,React,validation,low
database,database,Python,PostgreSQL,performance,high
inventory,frontend,Java,JWT,security,low
auth,api,JavaScript,Docker,concurrency,high
notification,backend,Python,React,memory,critical
auth,security,JavaScript,Kafka,validation,low
payment,security,Go,React,security,high
database,database,Python,PostgreSQL,performance,high
search,security,Go,SpringBoot,integration,low
database,security,TypeScript,Docker,concurrency,high
search,api,Java,Kafka,memory,critical
auth,backend,JavaScript,Redis,security,low
database,api,Python,NodeJS,performance,high
inventory,frontend,TypeScript,JWT,integration,high
database,database,Java,PostgreSQL,performance,high
payment,database,Go,SpringBoot,logic,critical
gateway,api,Python,Kafka,validation,critical
auth,database,TypeScript,React,integration,medium
database,database,Java,PostgreSQL,performance,high
notification,security,Java,React,validation,critical
database,database,Java,PostgreSQL,performance,high
auth,security,Go,NodeJS,concurrency,low
auth,security,Java,JWT,security,critical
database,frontend,Python,SpringBoot,integration,high
database,database,Java,PostgreSQL,performance,high
database,database,Python,PostgreSQL,performance,high
database,database,Python,PostgreSQL,performance,high
auth,security,Java,JWT,security,critical
profile,api,Python,Kafka,logic,critical
auth,security,Java,JWT,security,critical
payment,api,Java,SpringBoot,integration,critical
notification,backend,Python,Kafka,concurrency,low
payment,database,Go,Redis,logic,medium
gateway,api,TypeScript,Docker,logic,high
notification,frontend,Go,Redis,memory,medium
database,api,TypeScript,Docker,logic,medium
auth,security,Java,JWT,security,critical
gateway,api,Python,Kafka,integration,high
payment,api,TypeScript,SpringBoot,integration,critical
auth,api,Python,SpringBoot,security,medium
auth,api,JavaScript,React,logic,critical
reporting,frontend,TypeScript,React,validation,medium
analytics,security,Java,React,integration,high
payment,api,TypeScript,SpringBoot,integration,critical
search,backend,TypeScript,React,concurrency,critical
auth,security,Python,PostgreSQL,concurrency,high
gateway,backend,JavaScript,NodeJS,memory,low
database,database,Java,PostgreSQL,performance,high
gateway,backend,Java,Kafka,concurrency,critical
notification,backend,Java,Kafka,concurrency,high
inventory,security,TypeScript,React,integration,medium
search,frontend,TypeScript,React,validation,low
profile,database,JavaScript,JWT,logic,medium
reporting,backend,Java,SpringBoot,security,high
gateway,backend,Java,Kafka,concurrency,critical
auth,security,Java,JWT,security,critical
payment,api,TypeScript,SpringBoot,integration,critical
search,database,Python,JWT,integration,low
payment,security,TypeScript,Redis,security,low
payment,frontend,JavaScript,SpringBoot,validation,low
database,frontend,Java,Redis,memory,medium
notification,database,Java,PostgreSQL,concurrency,medium
profile,database,JavaScript,Redis,security,medium
auth,api,Python,Docker,performance,high
gateway,backend,Java,Kafka,concurrency,high
analytics,frontend,Python,NodeJS,concurrency,high
notification,database,Go,Docker,integration,high
analytics,backend,Java,Kafka,concurrency,critical
database,database,Java,PostgreSQL,performance,high
reporting,backend,TypeScript,React,validation,medium
reporting,backend,Java,Redis,validation,high
database,database,Python,PostgreSQL,performance,high
payment,api,Java,SpringBoot,integration,critical
auth,security,Java,JWT,security,critical
database,database,JavaScript,Docker,validation,high
database,database,JavaScript,Docker,integration,medium
auth,security,Java,JWT,security,critical
database,database,Java,PostgreSQL,performance,high
notification,security,Python,JWT,integration,critical
database,database,Python,PostgreSQL,performance,high
analytics,api,JavaScript,Redis,performance,high
payment,backend,JavaScript,Redis,validation,high
gateway,backend,Java,Kafka,concurrency,high
auth,database,Java,SpringBoot,integration,low
payment,api,Java,SpringBoot,integration,critical
profile,backend,TypeScript,NodeJS,concurrency,medium
auth,security,Python,NodeJS,performance,high
notification,api,TypeScript,Redis,security,critical
database,database,Java,PostgreSQL,performance,high
reporting,backend,Go,SpringBoot,concurrency,low
database,database,Python,PostgreSQL,performance,high
payment,api,TypeScript,SpringBoot,integration,critical
auth,security,Java,JWT,security,critical
gateway,database,Go,Kafka,integration,medium
gateway,backend,Java,Kafka,concurrency,high
database,database,Java,PostgreSQL,performance,high
gateway,backend,Java,Kafka,concurrency,critical
search,frontend,TypeScript,React,validation,low
payment,api,TypeScript,React,integration,medium
profile,backend,Java,React,memory,low
auth,security,Java,JWT,security,critical
analytics,backend,Go,Kafka,concurrency,high
payment,api,Java,SpringBoot,integration,critical
database,security,Go,Kafka,concurrency,medium
analytics,backend,Go,Kafka,concurrency,high
analytics,backend,Java,Kafka,concurrency,critical
database,database,Python,PostgreSQL,performance,high
analytics,backend,Go,Kafka,concurrency,high
search,api,TypeScript,React,concurrency,medium
analytics,frontend,Go,NodeJS,validation,medium
auth,security,Java,JWT,security,critical
notification,backend,Java,Kafka,concurrency,critical
reporting,frontend,JavaScript,React,validation,medium
database,database,Java,PostgreSQL,performance,high
search,database,Go,Redis,performance,high
search,frontend,JavaScript,React,validation,low
payment,api,Java,SpringBoot,integration,critical
reporting,frontend,TypeScript,React,validation,medium
profile,database,TypeScript,PostgreSQL,concurrency,low
payment,api,TypeScript,SpringBoot,integration,critical
profile,frontend,TypeScript,React,validation,low
auth,security,Java,JWT,security,critical
gateway,backend,JavaScript,PostgreSQL,integration,low
gateway,backend,Go,Kafka,concurrency,critical
profile,frontend,Java,Redis,performance,medium
database,database,Python,PostgreSQL,performance,high
gateway,backend,Java,Kafka,concurrency,critical
analytics,frontend,TypeScript,JWT,concurrency,medium
profile,security,Java,PostgreSQL,concurrency,critical
search,api,Python,JWT,performance,critical
gateway,backend,JavaScript,React,memory,medium
profile,frontend,TypeScript,React,validation,low
gateway,security,Java,PostgreSQL,security,low
auth,security,Java,JWT,security,critical
database,security,JavaScript,Docker,performance,critical
database,database,Python,PostgreSQL,performance,high
auth,api,Python,Kafka,memory,critical
database,database,Java,PostgreSQL,performance,high
profile,database,Go,JWT,validation,low
search,frontend,TypeScript,Kafka,security,high
gateway,backend,Java,Kafka,concurrency,critical
profile,frontend,JavaScript,React,validation,low
search,frontend,TypeScript,React,validation,low
auth,security,Java,JWT,security,critical
reporting,backend,Go,Redis,validation,high
profile,security,Java,Docker,concurrency,low
auth,backend,Java,Kafka,memory,low
gateway,api,JavaScript,React,security,critical
search,frontend,TypeScript,JWT,memory,medium
payment,backend,JavaScript,SpringBoot,security,high
database,database,Python,PostgreSQL,performance,high
search,backend,TypeScript,PostgreSQL,performance,high
gateway,security,Python,React,memory,critical
profile,api,Python,React,integration,critical
payment,api,JavaScript,Docker,performance,critical
gateway,database,Java,Docker,memory,medium
analytics,frontend,Python,React,security,low
analytics,security,Go,Kafka,logic,critical
database,database,Java,PostgreSQL,performance,high
database,security,TypeScript,React,security,low
profile,security,TypeScript,React,integration,medium
search,backend,Python,NodeJS,security,high
gateway,backend,Go,Kafka,concurrency,high
auth,security,Java,JWT,security,critical
reporting,frontend,Java,NodeJS,logic,low
analytics,database,TypeScript,JWT,integration,critical
auth,security,Java,JWT,security,critical
search,api,JavaScript,Redis,memory,critical
notification,frontend,Go,PostgreSQL,performance,critical
reporting,database,Java,PostgreSQL,performance,high
database,database,Java,PostgreSQL,performance,high
database,database,Python,PostgreSQL,performance,high
reporting,api,Go,Kafka,security,critical
payment,database,Go,React,concurrency,low
payment,api,Java,SpringBoot,integration,critical
auth,security,Java,Kafka,memory,low
payment,api,TypeScript,SpringBoot,integration,critical
database,database,Java,PostgreSQL,memory,medium
gateway,security,JavaScript,SpringBoot,security,medium
database,database,Python,PostgreSQL,performance,high
database,database,Python,PostgreSQL,performance,high
profile,frontend,Java,SpringBoot,validation,critical
reporting,database,Go,Redis,logic,high
database,security,Python,PostgreSQL,logic,critical
inventory,frontend,Go,Kafka,performance,critical
profile,api,Go,Kafka,validation,high
gateway,security,Go,SpringBoot,performance,low
notification,api,Python,PostgreSQL,performance,low
search,frontend,JavaScript,React,validation,low
auth,security,Java,JWT,security,critical
payment,backend,Java,Kafka,concurrency,medium
inventory,security,JavaScript,React,concurrency,high
notification,backend,Python,JWT,integration,medium
gateway,backend,Java,Kafka,concurrency,critical
profile,database,Python,Redis,security,critical
payment,database,Python,PostgreSQL,concurrency,high
database,database,Python,PostgreSQL,performance,high
profile,api,TypeScript,NodeJS,validation,low
database,database,Java,PostgreSQL,performance,high
payment,security,Java,PostgreSQL,concurrency,critical
notification,backend,Java,Kafka,concurrency,critical
database,database,Java,PostgreSQL,performance,high
profile,security,Java,Kafka,validation,critical
gateway,security,Python,Redis,validation,medium
analytics,security,Java,Docker,validation,critical
notification,backend,Java,Kafka,concurrency,critical
gateway,database,JavaScript,Docker,concurrency,high
auth,security,Python,PostgreSQL,performance,low
notification,database,Python,JWT,logic,medium
reporting,database,Java,Redis,integration,medium
payment,api,Java,SpringBoot,integration,critical
payment,database,JavaScript,Docker,concurrency,low
search,frontend,TypeScript,React,validation,medium
database,database,Java,PostgreSQL,performance,high
search,backend,Python,Kafka,memory,critical
notification,frontend,JavaScript,JWT,integration,high
database,database,Python,PostgreSQL,performance,high
auth,security,JavaScript,JWT,validation,high
payment,backend,Java,Redis,logic,medium
payment,api,Python,Kafka,integration,high
reporting,backend,TypeScript,PostgreSQL,validation,critical
reporting,frontend,TypeScript,React,validation,low
auth,security,Java,JWT,security,critical
reporting,security,Go,PostgreSQL,logic,medium
profile,api,Java,Redis,security,critical
database,database,Python,PostgreSQL,performance,high
gateway,database,JavaScript,Kafka,validation,low
gateway,backend,Java,Kafka,concurrency,critical
profile,security,Go,Redis,performance,high
database,database,Java,PostgreSQL,performance,high
reporting,frontend,Go,Kafka,integration,critical
reporting,security,TypeScript,SpringBoot,performance,medium
profile,frontend,JavaScript,React,validation,medium
analytics,api,Java,Docker,memory,critical
auth,backend,Java,Redis,security,high
database,database,Python,PostgreSQL,performance,high
profile,frontend,JavaScript,React,validation,low
auth,frontend,Python,JWT,logic,high
database,database,Java,PostgreSQL,performance,high
database,database,Python,PostgreSQL,performance,high
gateway,backend,Java,Kafka,concurrency,critical
auth,security,Java,JWT,security,critical
notification,database,Go,Docker,logic,high
gateway,frontend,Java,JWT,memory,low
payment,api,TypeScript,React,concurrency,medium
payment,api,Java,SpringBoot,integration,critical
reporting,api,TypeScript,Docker,logic,high
reporting,api,Python,JWT,logic,low
payment,backend,Python,React,performance,critical
payment,database,Python,React,memory,critical
reporting,security,Python,Docker,integration,critical
reporting,api,Java,Redis,concurrency,medium
search,security,JavaScript,SpringBoot,validation,critical
search,api,Python,React,security,critical
profile,database,Go,Redis,validation,high
database,database,Python,PostgreSQL,performance,high
gateway,backend,Go,Kafka,concurrency,critical
profile,backend,Go,Redis,integration,low
gateway,frontend,Go,React,validation,low
payment,api,TypeScript,SpringBoot,integration,critical
analytics,security,Python,React,performance,high
payment,database,Go,Docker,validation,low
analytics,backend,Go,Kafka,concurrency,critical
database,database,Java,PostgreSQL,performance,high
auth,security,Java,JWT,security,critical
payment,api,Python,Docker,security,critical
reporting,database,Python,Docker,validation,low
analytics,database,JavaScript,React,concurrency,critical
gateway,database,Python,Kafka,validation,medium
database,database,Java,PostgreSQL,performance,high
database,frontend,TypeScript,JWT,memory,low
payment,api,Java,SpringBoot,integration,critical
payment,database,Go,PostgreSQL,performance,high
reporting,security,Go,PostgreSQL,logic,low
analytics,frontend,Java,Kafka,security,low
profile,database,TypeScript,SpringBoot,security,low
gateway,database,Java,PostgreSQL,logic,medium
gateway,backend,Go,Kafka,concurrency,critical
database,database,Python,PostgreSQL,performance,high
payment,api,JavaScript,React,integration,medium
database,security,Python,React,security,high
database,database,Java,PostgreSQL,performance,high
gateway,security,TypeScript,JWT,logic,low
auth,frontend,Python,Docker,performance,low
database,database,Java,PostgreSQL,performance,high
database,frontend,JavaScript,Redis,performance,low
notification,security,Java,Redis,security,critical
analytics,frontend,TypeScript,Docker,memory,medium
inventory,frontend,Java,Docker,integration,critical
search,frontend,JavaScript,React,validation,low
profile,api,TypeScript,PostgreSQL,integration,medium
analytics,database,TypeScript,NodeJS,concurrency,low
database,api,JavaScript,Docker,memory,low
database,database,Python,PostgreSQL,performance,high
auth,api,TypeScript,Docker,concurrency,critical
gateway,backend,Go,Kafka,concurrency,high
reporting,frontend,JavaScript,React,validation,low
analytics,backend,Java,Kafka,concurrency,critical
auth,security,Java,JWT,security,critical
search,frontend,TypeScript,React,validation,low
inventory,backend,TypeScript,NodeJS,validation,medium
profile,api,Go,React,security,high
auth,security,Java,JWT,security,critical
reporting,frontend,JavaScript,React,validation,low
auth,security,Java,JWT,security,critical
gateway,security,Python,Redis,validation,critical
inventory,backend,Java,NodeJS,validation,medium
auth,security,Java,JWT,security,critical
search,database,Python,JWT,security,low
notification,api,Python,SpringBoot,performance,high
database,database,Go,Docker,memory,low
reporting,backend,Go,JWT,security,critical
inventory,api,TypeScript,Redis,validation,low
notification,backend,Java,Kafka,concurrency,critical
payment,api,TypeScript,Redis,performance,medium
notification,backend,Java,Kafka,concurrency,critical
payment,backend,TypeScript,PostgreSQL,security,low
search,frontend,JavaScript,React,validation,low
payment,api,TypeScript,SpringBoot,integration,critical
auth,security,Java,JWT,security,critical
notification,frontend,JavaScript,PostgreSQL,memory,medium
analytics,backend,Go,Redis,security,critical
auth,security,Java,JWT,security,critical
reporting,frontend,JavaScript,React,validation,low
database,backend,Java,JWT,logic,high
auth,database,Python,Docker,concurrency,high
reporting,backend,Python,Kafka,concurrency,medium
search,database,Go,Kafka,concurrency,low
gateway,security,Go,Kafka,logic,high
auth,security,Java,JWT,security,critical
reporting,backend,JavaScript,Kafka,performance,medium
gateway,backend,Java,Kafka,concurrency,high
payment,api,Java,SpringBoot,integration,critical
profile,api,JavaScript,Kafka,security,high
inventory,security,Python,Redis,logic,critical
inventory,backend,Go,NodeJS,performance,high
gateway,database,Java,Kafka,memory,low
analytics,database,Python,SpringBoot,performance,low
payment,api,Java,SpringBoot,integration,critical
payment,frontend,Go,Kafka,performance,medium
payment,database,TypeScript,NodeJS,performance,low
database,security,Python,Redis,performance,low
notification,security,Python,Redis,logic,critical
payment,backend,JavaScript,SpringBoot,logic,medium
analytics,api,TypeScript,NodeJS,logic,low
search,frontend,Go,Redis,integration,high
database,backend,JavaScript,SpringBoot,memory,high
search,frontend,TypeScript,React,validation,low
search,security,Python,Kafka,validation,critical
database,database,Java,PostgreSQL,performance,high
gateway,backend,Go,Kafka,concurrency,critical
profile,frontend,JavaScript,React,validation,medium
payment,api,Java,SpringBoot,integration,critical
database,database,Python,PostgreSQL,performance,high
database,database,Python,PostgreSQL,performance,high
analytics,database,JavaScript,Redis,performance,high
analytics,backend,Java,NodeJS,performance,critical
reporting,security,TypeScript,JWT,validation,medium
auth,security,Java,JWT,security,critical
notification,backend,Go,Kafka,concurrency,high
reporting,security,TypeScript,JWT,security,critical
database,database,Java,PostgreSQL,performance,high
payment,security,Java,Docker,integration,critical
reporting,frontend,JavaScript,React,validation,medium
database,database,Python,PostgreSQL,performance,high
database,database,Java,PostgreSQL,performance,high
database,database,Python,PostgreSQL,performance,high
payment,api,Java,SpringBoot,integration,critical
auth,api,Go,NodeJS,concurrency,low
database,database,Python,PostgreSQL,performance,high
profile,frontend,JavaScript,PostgreSQL,validation,critical
analytics,backend,Go,Kafka,concurrency,high
search,frontend,Python,SpringBoot,performance,medium
auth,frontend,Go,Kafka,logic,low
payment,database,Go,JWT,performance,high
search,database,Python,PostgreSQL,performance,high
gateway,frontend,Go,Kafka,logic,medium
database,database,Java,PostgreSQL,performance,high
database,database,Java,PostgreSQL,performance,high
payment,backend,JavaScript,React,integration,critical
payment,api,JavaScript,JWT,integration,low
database,database,Python,PostgreSQL,performance,high
profile,frontend,JavaScript,React,validation,low
database,security,Python,Redis,security,medium
auth,security,Java,JWT,security,critical
payment,api,TypeScript,SpringBoot,integration,critical
notification,backend,TypeScript,Kafka,validation,critical
profile,frontend,TypeScript,React,validation,low
search,database,Python,SpringBoot,logic,medium
payment,frontend,Java,JWT,validation,high
database,database,Python,PostgreSQL,performance,high
search,api,Go,Kafka,logic,high
auth,security,Java,JWT,security,critical
reporting,frontend,JavaScript,React,validation,low
payment,backend,JavaScript,Kafka,validation,low
database,backend,TypeScript,JWT,memory,critical
auth,backend,TypeScript,Kafka,concurrency,medium
auth,security,Java,JWT,security,critical
analytics,backend,Java,Kafka,concurrency,high
auth,backend,Java,NodeJS,memory,medium
notification,backend,Go,Kafka,concurrency,critical
inventory,backend,TypeScript,NodeJS,security,high
reporting,frontend,TypeScript,React,validation,medium
search,api,Java,PostgreSQL,integration,critical
database,database,Java,PostgreSQL,performance,high
database,backend,Go,React,logic,high
analytics,backend,Go,Kafka,concurrency,critical
payment,api,Java,SpringBoot,integration,critical
reporting,database,Java,Docker,validation,medium
payment,api,TypeScript,SpringBoot,integration,critical
gateway,backend,JavaScript,Kafka,performance,critical
auth,security,Java,JWT,security,critical
gateway,backend,Java,Kafka,concurrency,critical
database,database,Java,PostgreSQL,performance,high
gateway,frontend,Go,Docker,performance,critical
database,backend,JavaScript,Redis,integration,critical
analytics,security,Python,SpringBoot,integration,high
reporting,api,Python,JWT,concurrency,low
search,frontend,JavaScript,SpringBoot,validation,medium
payment,api,TypeScript,SpringBoot,integration,critical
inventory,backend,Python,PostgreSQL,logic,high
search,database,TypeScript,Redis,memory,critical
payment,security,Go,Docker,validation,high
inventory,api,Java,React,validation,low
inventory,database,Java,SpringBoot,concurrency,high
notification,backend,Go,Kafka,concurrency,critical
database,frontend,JavaScript,JWT,validation,high
inventory,security,Python,SpringBoot,performance,low
inventory,security,JavaScript,Docker,memory,low
payment,api,JavaScript,JWT,performance,low
analytics,frontend,Python,Kafka,validation,low
profile,backend,Java,Kafka,logic,low
reporting,security,TypeScript,JWT,validation,medium
analytics,frontend,Java,React,integration,critical
profile,frontend,Go,Docker,validation,medium
notification,api,Python,NodeJS,performance,high
payment,frontend,TypeScript,Docker,performance,critical
payment,api,TypeScript,SpringBoot,integration,critical
inventory,security,Java,Redis,memory,medium
database,database,Java,PostgreSQL,performance,high
profile,frontend,JavaScript,NodeJS,logic,high
search,frontend,JavaScript,React,validation,low
auth,security,Java,JWT,security,critical
notification,database,Python,Kafka,validation,low
auth,security,Java,JWT,security,critical
notification,backend,Go,PostgreSQL,validation,medium
notification,backend,JavaScript,Docker,concurrency,critical
notification,frontend,TypeScript,React,logic,low
gateway,database,Java,Kafka,logic,high
notification,database,TypeScript,PostgreSQL,concurrency,high
auth,security,Python,NodeJS,memory,high
gateway,api,Python,JWT,performance,critical
auth,backend,JavaScript,PostgreSQL,security,low
payment,api,TypeScript,SpringBoot,integration,critical
auth,security,Java,JWT,security,critical
database,backend,Java,Redis,memory,critical
analytics,frontend,Go,Kafka,concurrency,high
notification,backend,Go,Kafka,concurrency,critical
analytics,database,TypeScript,JWT,concurrency,critical
gateway,database,Java,NodeJS,integration,critical
payment,database,Python,Kafka,performance,low
search,database,Python,Kafka,memory,medium
payment,database,TypeScript,Docker,memory,high
database,database,Java,PostgreSQL,performance,high
payment,api,Java,SpringBoot,integration,critical
reporting,database,TypeScript,NodeJS,integration,medium
analytics,frontend,Java,Kafka,memory,critical
auth,database,Java,Redis,integration,medium
search,database,Python,NodeJS,security,high
payment,api,Java,SpringBoot,integration,critical
payment,api,Java,SpringBoot,integration,critical
inventory,database,TypeScript,Redis,validation,high
search,backend,Python,Kafka,security,critical
auth,database,TypeScript,JWT,logic,critical
auth,api,JavaScript,PostgreSQL,concurrency,critical
auth,security,Java,JWT,security,critical
notification,api,Java,Kafka,concurrency,low
notification,backend,Java,Docker,performance,high
payment,api,Java,SpringBoot,integration,critical
payment,api,Java,SpringBoot,integration,critical
payment,database,Java,React,performance,medium
gateway,backend,Java,Docker,integration,high
notification,backend,JavaScript,Kafka,performance,low
payment,api,Java,SpringBoot,integration,critical
search,database,Java,Docker,security,critical
profile,frontend,JavaScript,React,validation,medium
search,frontend,TypeScript,React,validation,low
notification,backend,Go,Kafka,concurrency,high
notification,frontend,Python,NodeJS,validation,critical
reporting,backend,Python,Kafka,security,medium
reporting,database,Java,JWT,validation,low
auth,security,Java,JWT,security,critical
payment,api,TypeScript,SpringBoot,integration,critical
auth,security,TypeScript,Redis,integration,critical
auth,security,Java,JWT,security,critical
analytics,api,Python,SpringBoot,security,medium
reporting,security,Go,JWT,security,low
profile,frontend,JavaScript,React,validation,medium
database,frontend,TypeScript,PostgreSQL,integration,medium
analytics,api,Python,SpringBoot,performance,high
gateway,api,Python,NodeJS,concurrency,critical
inventory,security,Go,Kafka,concurrency,critical
search,security,Go,JWT,validation,critical
auth,security,Java,JWT,security,critical
database,security,Python,React,concurrency,low
notification,api,TypeScript,PostgreSQL,performance,critical
database,backend,JavaScript,React,validation,medium
analytics,security,Go,JWT,logic,medium
reporting,api,Python,NodeJS,performance,high
gateway,backend,Go,Kafka,concurrency,critical
auth,security,Go,React,security,medium
reporting,api,TypeScript,Redis,performance,high
database,database,Java,PostgreSQL,performance,high
database,database,Java,Kafka,integration,medium
auth,database,Go,Docker,performance,medium
notification,backend,Java,Kafka,concurrency,high
search,frontend,TypeScript,SpringBoot,memory,low
database,database,Python,PostgreSQL,performance,high
analytics,backend,Go,Kafka,concurrency,critical
notification,backend,Java,Kafka,concurrency,critical
reporting,frontend,TypeScript,Docker,logic,medium
reporting,security,TypeScript,JWT,integration,low
reporting,frontend,Java,Redis,performance,critical
payment,api,Java,SpringBoot,integration,critical
analytics,security,Python,JWT,security,critical
gateway,backend,Python,SpringBoot,logic,critical
auth,security,Java,JWT,security,critical
notification,backend,Go,Kafka,concurrency,critical
search,database,Java,PostgreSQL,memory,high
payment,frontend,Go,React,performance,high
analytics,backend,Go,Kafka,concurrency,critical
reporting,security,Java,React,performance,critical
search,frontend,TypeScript,React,validation,medium
notification,frontend,JavaScript,Docker,concurrency,critical
analytics,frontend,Go,JWT,integration,high
profile,frontend,TypeScript,React,validation,low
payment,database,Java,Redis,performance,medium
payment,security,Go,NodeJS,concurrency,medium
database,security,Java,SpringBoot,security,medium
payment,backend,Java,JWT,concurrency,medium
auth,api,Python,React,performance,high
auth,api,Java,PostgreSQL,logic,high
payment,api,Java,SpringBoot,integration,critical
reporting,api,Python,React,validation,low
payment,api,TypeScript,SpringBoot,integration,critical
notification,backend,TypeScript,SpringBoot,logic,medium
auth,api,TypeScript,Kafka,logic,medium
gateway,backend,Go,Kafka,concurrency,critical
auth,security,Java,JWT,security,critical
payment,frontend,Java,React,validation,medium
profile,frontend,TypeScript,React,validation,low
analytics,backend,JavaScript,NodeJS,validation,high
database,backend,Go,NodeJS,validation,high
auth,security,Java,JWT,security,critical
payment,api,TypeScript,SpringBoot,integration,critical
database,database,Python,PostgreSQL,performance,high
auth,security,Java,JWT,security,critical
reporting,frontend,JavaScript,React,validation,medium
reporting,api,JavaScript,JWT,concurrency,medium
payment,api,Java,SpringBoot,integration,critical
search,frontend,JavaScript,React,validation,medium
gateway,backend,Go,Kafka,concurrency,high
auth,security,Java,JWT,security,critical
auth,security,Java,JWT,security,critical
gateway,backend,Go,Kafka,concurrency,high
gateway,backend,Java,Kafka,concurrency,high
profile,security,Go,Redis,performance,critical
payment,backend,TypeScript,SpringBoot,validation,critical
profile,backend,Go,Kafka,performance,critical
auth,frontend,Java,PostgreSQL,concurrency,critical
analytics,api,TypeScript,Docker,logic,high
notification,frontend,Java,SpringBoot,validation,medium
notification,backend,Java,Redis,security,critical
notification,security,JavaScript,Redis,validation,low
analytics,api,JavaScript,Kafka,memory,critical
database,security,JavaScript,SpringBoot,logic,low
database,frontend,Python,Redis,integration,high
search,frontend,Go,Kafka,logic,low
reporting,backend,Python,PostgreSQL,security,critical
database,database,Java,PostgreSQL,performance,high
database,database,Python,PostgreSQL,performance,high
search,api,JavaScript,JWT,validation,critical
payment,database,JavaScript,Docker,integration,high
profile,frontend,JavaScript,React,validation,low
database,database,Python,NodeJS,security,medium
gateway,security,JavaScript,React,integration,high
notification,api,Java,NodeJS,validation,medium
auth,security,Java,JWT,security,critical
analytics,api,Go,React,performance,high
payment,api,TypeScript,SpringBoot,integration,critical
database,backend,TypeScript,JWT,validation,critical
auth,security,Java,JWT,security,critical
inventory,frontend,TypeScript,NodeJS,validation,critical
database,backend,Go,React,performance,medium
search,backend,JavaScript,NodeJS,memory,critical
payment,api,TypeScript,NodeJS,concurrency,low
auth,security,Java,NodeJS,logic,high
auth,security,Java,JWT,security,critical
gateway,database,Go,Docker,validation,low
search,frontend,TypeScript,React,validation,low
reporting,security,JavaScript,SpringBoot,integration,critical
payment,frontend,TypeScript,Docker,performance,low
notification,database,Java,Kafka,memory,high
analytics,backend,Java,PostgreSQL,integration,critical
gateway,backend,Go,Kafka,concurrency,critical
payment,api,Java,SpringBoot,integration,critical
auth,security,Java,JWT,security,critical
database,api,Java,PostgreSQL,validation,low
analytics,frontend,TypeScript,JWT,logic,critical
database,database,Java,PostgreSQL,performance,high
database,database,Java,PostgreSQL,performance,high
payment,backend,TypeScript,React,integration,critical
auth,backend,TypeScript,Kafka,performance,critical
payment,api,Java,SpringBoot,integration,critical
auth,security,Java,JWT,security,critical
payment,api,TypeScript,SpringBoot,integration,critical
search,frontend,JavaScript,React,validation,low
analytics,security,Go,Redis,validation,high
database,database,Python,PostgreSQL,performance,high
reporting,backend,TypeScript,Kafka,security,medium
payment,api,Java,SpringBoot,security,high
database,database,Python,PostgreSQL,performance,high
analytics,backend,Java,Kafka,concurrency,high
search,security,Python,Kafka,logic,high
analytics,backend,Go,JWT,memory,high
database,database,Java,PostgreSQL,performance,high
auth,security,Java,JWT,security,critical
database,backend,Java,PostgreSQL,logic,critical
database,frontend,Python,PostgreSQL,integration,critical
profile,frontend,TypeScript,React,validation,low
reporting,frontend,TypeScript,React,validation,medium
database,api,JavaScript,PostgreSQL,memory,medium
auth,security,Java,JWT,security,critical
auth,security,Python,PostgreSQL,performance,high
search,backend,Java,Redis,concurrency,medium
auth,api,Go,PostgreSQL,logic,medium
search,database,Python,PostgreSQL,concurrency,high
auth,database,TypeScript,Kafka,memory,high
analytics,api,Python,PostgreSQL,memory,medium
payment,backend,Go,PostgreSQL,performance,low
analytics,api,JavaScript,Kafka,memory,low
search,api,Go,NodeJS,concurrency,medium
analytics,frontend,Java,Redis,validation,medium
