module,subsystem,language,tech_stack,bug_type,severity
analytics,queue,JavaScript,Kafka,security,critical
database,api,Go,SpringBoot,performance,critical
auth,worker,Java,JWT,security,critical
payment,queue,Java,SpringBoot,security,medium
profile,database,Java,JWT,network,medium
gateway,auth_sub,TypeScript,PostgreSQL,concurrency,low
profile,router,TypeScript,SpringBoot,performance,medium
payment,queue,Python,Docker,integration,critical
analytics,api,Go,Kafka,concurrency,medium
profile,web,Python,SpringBoot,performance,high
payment,security,JavaScript,PostgreSQL,performance,high
reporting,router,TypeScript,SpringBoot,security,low
payment,database,TypeScript,Kafka,integration,critical
analytics,queue,Java,Kafka,concurrency,medium
gateway,security,TypeScript,SpringBoot,validation,critical
auth,security,JavaScript,JWT,security,critical
database,web,Python,PostgreSQL,performance,high
reporting,router,Java,PostgreSQL,validation,high
profile,backend,Java,Kafka,network,critical
inventory,queue,JavaScript,Kafka,security,high
notification,backend,Python,PostgreSQL,security,medium
analytics,router,Java,PostgreSQL,network,low
auth,ui,JavaScript,JWT,security,critical
profile,ui,Go,React,security,critical
auth,router,TypeScript,JWT,security,critical
gateway,backend,Python,Docker,validation,low
search,api,Python,React,validation,critical
payment,auth_sub,Java,React,integration,critical
notification,database,Java,React,integration,medium
profile,api,JavaScript,React,validation,critical
database,router,TypeScript,PostgreSQL,performance,high
auth,api,JavaScript,JWT,security,critical
database,auth_sub,Go,Kafka,performance,critical
analytics,worker,Go,Kafka,concurrency,medium
database,database,Go,PostgreSQL,performance,high
auth,api,Go,JWT,security,critical
database,ui,JavaScript,PostgreSQL,performance,high
inventory,api,Python,Docker,integration,medium
payment,api,Python,Kafka,network,medium
database,router,Python,PostgreSQL,performance,critical
reporting,backend,JavaScript,Kafka,performance,critical
payment,auth_sub,Java,JWT,network,critical
database,security,Python,PostgreSQL,performance,high
payment,backend,Go,SpringBoot,integration,high
gateway,ui,TypeScript,SpringBoot,validation,high
payment,security,Go,SpringBoot,integration,high
auth,worker,JavaScript,JWT,security,critical
gateway,database,Python,Docker,concurrency,medium
profile,queue,Java,Docker,integration,medium
database,backend,JavaScript,JWT,integration,low
auth,auth_sub,Java,JWT,security,critical
payment,worker,Java,SpringBoot,integration,high
auth,web,TypeScript,JWT,security,critical
auth,security,Java,Kafka,security,low
reporting,api,Go,PostgreSQL,validation,medium
auth,backend,Python,PostgreSQL,network,high
reporting,worker,Java,React,integration,low
inventory,worker,Go,Kafka,integration,medium
payment,ui,Java,SpringBoot,integration,high
gateway,web,TypeScript,Kafka,performance,low
reporting,api,JavaScript,Kafka,validation,critical
auth,ui,TypeScript,Kafka,integration,medium
reporting,queue,Go,SpringBoot,concurrency,low
profile,ui,JavaScript,Kafka,concurrency,critical
reporting,database,JavaScript,JWT,performance,medium
analytics,security,Python,Kafka,concurrency,medium
search,queue,JavaScript,Docker,integration,critical
payment,ui,JavaScript,SpringBoot,integration,high
auth,database,TypeScript,PostgreSQL,performance,critical
database,api,TypeScript,React,security,medium
analytics,worker,Python,JWT,concurrency,high
gateway,auth_sub,JavaScript,Docker,network,critical
notification,queue,Go,Docker,network,critical
database,database,Python,PostgreSQL,performance,high
analytics,api,Java,SpringBoot,network,medium
database,api,Python,PostgreSQL,validation,high
notification,ui,JavaScript,SpringBoot,validation,critical
inventory,router,Java,React,security,low
gateway,web,JavaScript,Docker,network,critical
analytics,security,Go,Docker,integration,medium
reporting,auth_sub,TypeScript,PostgreSQL,validation,medium
gateway,database,TypeScript,SpringBoot,validation,high
analytics,ui,JavaScript,React,validation,high
notification,backend,JavaScript,Kafka,network,critical
analytics,worker,JavaScript,React,validation,high
database,queue,TypeScript,PostgreSQL,concurrency,medium
payment,ui,Python,SpringBoot,integration,high
inventory,backend,JavaScript,Kafka,concurrency,high
auth,web,Python,JWT,security,critical
notification,web,JavaScript,JWT,validation,critical
analytics,auth_sub,JavaScript,React,integration,low
reporting,api,JavaScript,SpringBoot,network,high
auth,ui,Go,Docker,performance,low
inventory,worker,TypeScript,React,concurrency,low
analytics,security,Go,Kafka,concurrency,medium
gateway,router,Go,Docker,network,critical
notification,auth_sub,Java,React,integration,medium
gateway,web,Java,Kafka,integration,high
analytics,database,Python,Kafka,concurrency,medium
database,ui,Java,PostgreSQL,performance,high
payment,security,TypeScript,SpringBoot,integration,high
database,router,Java,PostgreSQL,performance,high
payment,web,Go,SpringBoot,integration,high
auth,auth_sub,Python,JWT,security,critical
gateway,worker,JavaScript,SpringBoot,performance,high
database,database,TypeScript,PostgreSQL,performance,high
analytics,web,Python,Kafka,concurrency,medium
analytics,database,TypeScript,Kafka,concurrency,medium
payment,auth_sub,Java,PostgreSQL,security,medium
analytics,router,JavaScript,JWT,security,high
payment,database,Python,SpringBoot,integration,high
search,ui,Python,JWT,performance,high
auth,security,Java,PostgreSQL,performance,high
search,database,TypeScript,PostgreSQL,concurrency,low
payment,router,TypeScript,Kafka,integration,medium
database,router,Python,PostgreSQL,performance,high
gateway,security,Python,Docker,network,critical
gateway,worker,Go,Docker,network,critical
gateway,router,JavaScript,SpringBoot,integration,low
profile,web,Python,SpringBoot,security,low
inventory,api,TypeScript,Docker,concurrency,high
payment,backend,JavaScript,SpringBoot,security,medium
auth,api,TypeScript,Docker,validation,low
gateway,auth_sub,Python,Docker,network,critical
inventory,ui,TypeScript,Docker,security,critical
database,worker,Python,PostgreSQL,performance,high
notification,auth_sub,Go,SpringBoot,security,medium
analytics,queue,TypeScript,React,validation,low
notification,queue,Java,Docker,security,high
search,security,Java,JWT,security,low
analytics,web,Python,PostgreSQL,security,medium
notification,backend,JavaScript,PostgreSQL,validation,critical
payment,database,Java,PostgreSQL,concurrency,low
payment,router,TypeScript,SpringBoot,integration,high
analytics,ui,Java,Kafka,concurrency,medium
notification,web,JavaScript,PostgreSQL,security,low
